time,seconds_elapsed,z,y,x,a,ave,std
1.64617E+18,15.91984937,-3.228153069,-2.408663608,-0.1684515,4.031253964,4.663669719,0.299603742
1.64617E+18,15.92983032,-3.716559686,-2.50284499,-0.165384039,4.483793129,4.652272974,0.324571005
1.64617E+18,15.9398125,-4.217346477,-2.641044085,-0.209717284,4.980472518,4.494233079,0.619184049
1.64617E+18,15.94979346,-4.336633951,-2.727353126,-0.212156385,5.127363789,4.166111702,1.016499148
1.64617E+18,15.95977466,-4.158792581,-2.705141587,-0.106036107,4.962317039,3.73251053,1.375412754
1.64617E+18,15.96975562,-4.050570107,-2.494493634,0.129737739,4.758828486,3.335483193,1.527711686
1.64617E+18,15.97973657,-4.132997046,-2.065744782,0.379995269,4.636093451,3.008000122,1.538462374
1.64617E+18,15.98971777,-4.302947954,-1.612405679,0.576192124,4.631113314,2.715179638,1.478202572
1.64617E+18,15.99969946,-4.249626114,-1.388375682,0.893892521,4.559161434,2.435141173,1.348260535
1.64617E+18,16.00968042,-4.279386461,-0.721273124,1.05567649,4.466300063,2.173103187,1.150058104
1.64617E+18,16.01966162,-3.805675309,0.045391047,0.927312633,3.917286513,1.923802552,0.859418423
1.64617E+18,16.02964258,-2.777251129,0.384107454,0.754344349,2.903394181,1.728877496,0.550819461
1.64617E+18,16.03962378,-1.524710152,0.450323263,0.599956848,1.699258752,1.643219653,0.410151608
1.64617E+18,16.04960571,-0.390998967,0.573153816,0.380595062,0.791352064,1.689361954,0.438814192
1.64617E+18,16.05958667,0.533954316,0.822923234,0.147786277,0.992043671,1.83260532,0.346349438
1.64617E+18,16.06956763,1.105993741,0.989098716,0.026663989,1.483997774,1.958353472,0.225550802
1.64617E+18,16.07954858,1.324769179,1.06573012,0.161522322,1.707888616,2.042844011,0.186986331
1.64617E+18,16.0895293,1.312471423,1.186395312,0.470587248,1.830728661,2.104941612,0.167538185
1.64617E+18,16.09951147,1.187224748,1.315008832,0.787478996,1.938781576,2.153548646,0.1505838
1.64617E+18,16.10949243,0.964546458,1.399396842,1.002609939,1.973293714,2.196477255,0.144298188
1.64617E+18,16.11947363,0.779195736,1.476124692,1.042629084,1.968035952,2.271780781,0.195562115
1.64617E+18,16.12945459,0.681395872,1.668055962,0.970949895,2.046815753,2.401810178,0.333799078
1.64617E+18,16.13943555,0.624911183,1.869220924,0.885463058,2.160681762,2.578057229,0.515611861
1.64617E+18,16.14941675,0.458161701,2.019972042,0.809335365,2.22378572,2.795612204,0.71429887
1.64617E+18,16.15939844,0.176240949,2.150109411,0.637441944,2.24952519,3.046576147,0.888849439
1.64617E+18,16.16937964,-0.002447978,2.303931607,0.340122182,2.328903162,3.320963302,1.015010853
1.64617E+18,16.1793606,0.113151163,2.325855854,-0.034667116,2.328864626,3.595001933,1.078144688
1.64617E+18,16.18934155,0.524706596,2.234342522,-0.316155177,2.316799002,3.862687649,1.062752562
1.64617E+18,16.19932251,1.180793838,1.986045222,-0.518743449,2.368067668,4.106766557,0.954450628
1.64617E+18,16.20930469,1.975009449,1.741817364,-0.705889238,2.726328973,4.309868536,0.758922497
1.64617E+18,16.21928564,2.703631766,1.594660471,-0.910721564,3.268329927,4.428177898,0.572050865
1.64617E+18,16.2292666,3.367293244,1.392444538,-1.110448675,3.809286264,4.43235128,0.563664766
1.64617E+18,16.23924756,3.972562153,1.216571839,-1.24161451,4.336231508,4.316974526,0.762429384
1.64617E+18,16.24922876,4.424902017,1.080581652,-1.287594317,4.733425154,4.081304942,1.035414588
1.64617E+18,16.25921045,4.73041758,0.94553313,-1.289623046,4.993396738,3.736039131,1.301787258
1.64617E+18,16.26919165,4.855580083,0.799153067,-1.217535277,5.069289469,3.307550462,1.506501226
1.64617E+18,16.27917261,4.849371876,0.626570641,-1.071565329,5.005721788,2.881236224,1.550203717
1.64617E+18,16.28915356,4.640108363,0.413275096,-0.966044734,4.757588082,2.524103184,1.426036347
1.64617E+18,16.29913477,4.298560533,0.247583014,-0.901693112,4.399087459,2.248167308,1.219117676
